ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
1,"Afghanistan, Islamic Rep. of",AF,AFG,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.333709086,0.327587448,0.321336518,0.321128366,0.322361886,0.318042882,0.318114872,0.316428733
2,"Afghanistan, Islamic Rep. of",AF,AFG,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.25141748,0.244652865,0.237635432,0.234595626,0.233652002,0.219133607,0.223107614,0.218878933
3,"Afghanistan, Islamic Rep. of",AF,AFG,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.189242899,0.158100677,0.148289843,0.158072158,0.1658233,0.141336158,0.170507131,0.17998745
4,"Afghanistan, Islamic Rep. of",AF,AFG,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.220771183,0.227804295,0.213559117,0.190994774,0.178781552,0.15862323,0.141997447,0.119831086
5,"Afghanistan, Islamic Rep. of",AF,AFG,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.344238356,0.348053624,0.351057335,0.354719947,0.356351153,0.357441432,0.356818264,0.356818264
6,"Afghanistan, Islamic Rep. of",AF,AFG,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.583999307,0.58947797,0.594962396,0.592338895,0.588928229,0.583047843,0.586877871,0.586021467
7,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.741241485,0.715109117,0.709128246,0.704731059,0.663830526,0.662929224,0.661812612,0.671781986
8,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.503737316,0.509197975,0.509197975,0.509197975,0.50914275,0.509087525,0.509674466,0.509271539
9,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.480512048,0.480512048,0.480512048,0.480512048,0.480512048,0.480512048,0.480512048,0.480512048
10,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.586778583,0.591661134,0.616818751,0.60491701,0.588229848,0.586687484,0.584488784,0.581384859
11,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.537518454,0.536387969,0.535659323,0.534951858,0.534885608,0.534515976,0.534544512,0.53498719
12,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.787886305,0.807603257,0.812133734,0.813163939,0.814458631,0.788563904,0.810838204,0.810838204
13,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Sensitivity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.430753853,0.446945596,0.469524783,0.465732823,0.453522808,0.439468078,0.44990031,0.448933855
14,"Afghanistan, Islamic Rep. of",AF,AFG,"Vulnerability score, Water",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.504075876,0.502539515,0.501002196,0.499463693,0.497924307,0.496384326,0.494843388,0.493625542
15,Albania,AL,ALB,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.513688479,0.513412875,0.512895823,0.516625315,0.516484896,0.51927034,0.530113629,0.537580663
16,Albania,AL,ALB,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.447475828,0.44780026,0.44885903,0.448115319,0.442793354,0.442168356,0.452025786,0.461492952
17,Albania,AL,ALB,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.47853646,0.483044416,0.481261308,0.478907046,0.467075598,0.465564673,0.472414409,0.48342165
18,Albania,AL,ALB,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.476931075,0.474322627,0.478906936,0.478859086,0.465603624,0.457640303,0.472108964,0.482747869
19,Albania,AL,ALB,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.38695995,0.386033739,0.386408845,0.386579826,0.395700838,0.403300093,0.411553986,0.418309336
20,Albania,AL,ALB,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.42009887,0.420974511,0.423067383,0.414864688,0.409823561,0.403627676,0.391798528,0.386331626
21,Albania,AL,ALB,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.597681644,0.59534695,0.586523516,0.579356895,0.55328646,0.530657988,0.508966067,0.488204725
22,Albania,AL,ALB,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.420259153,0.417244898,0.417010288,0.416775679,0.417036713,0.417297747,0.415778727,0.416567742
23,Albania,AL,ALB,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.408243135,0.408243135,0.408243135,0.408243135,0.408243135,0.408243135,0.408243135,0.408243135
24,Albania,AL,ALB,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.440511799,0.430517689,0.42348561,0.421434284,0.418967347,0.424921531,0.417345146,0.410372858
25,Albania,AL,ALB,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.520550605,0.527394445,0.522851014,0.51830264,0.516266052,0.514275137,0.512367744,0.510678518
26,Albania,AL,ALB,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.372251649,0.370001885,0.363473311,0.351267409,0.341512305,0.330312551,0.326397831,0.323205432
27,Albania,AL,ALB,"Vulnerability score, Infrastructure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.482286992,0.495083401,0.526019189,0.496577128,0.479430573,0.451077134,0.395072621,0.373387295
28,Albania,AL,ALB,"Vulnerability score, Sensitivity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.25437183,0.259333447,0.274435499,0.256994035,0.267941087,0.271981904,0.258186383,0.262547019
29,Albania,AL,ALB,"Vulnerability score, Water",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.284733022,0.285604747,0.285564888,0.284830991,0.285728375,0.283881954,0.283829102,0.283777915
30,Algeria,DZ,DZA,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.470779339,0.471463175,0.472526193,0.473421694,0.469980051,0.483338848,0.477283602,0.483662902
31,Algeria,DZ,DZA,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.31634527,0.317661817,0.321607039,0.324599175,0.318203664,0.321903023,0.321226235,0.331635766
32,Algeria,DZ,DZA,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.310008481,0.309641815,0.319418595,0.321739246,0.307980146,0.320973812,0.323542737,0.340043261
33,Algeria,DZ,DZA,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.346005403,0.335848337,0.323740136,0.323721909,0.310170588,0.304415165,0.290893692,0.305630521
34,Algeria,DZ,DZA,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.293021927,0.307495299,0.321662386,0.328336371,0.336460258,0.340320092,0.349242276,0.349233516
35,Algeria,DZ,DZA,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.374786593,0.374735468,0.376554653,0.377755787,0.378243561,0.355225326,0.366659032,0.364309961
36,Algeria,DZ,DZA,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.522392444,0.5213141,0.521934239,0.526076452,0.52840965,0.460538319,0.492791813,0.485957466
37,Algeria,DZ,DZA,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.413271535,0.416992674,0.416992674,0.416992674,0.41652819,0.416063707,0.415789054,0.414788224
38,Algeria,DZ,DZA,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.326538356,0.326538356,0.326538356,0.326538356,0.326538356,0.326538356,0.326538356,0.326538356
39,Algeria,DZ,DZA,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.474920433,0.471988606,0.471045607,0.46871898,0.466346994,0.465293971,0.464345583,0.463503625
40,Algeria,DZ,DZA,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.410072589,0.412829894,0.419671217,0.426288111,0.43259887,0.438409604,0.443740605,0.448652365
41,Algeria,DZ,DZA,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.416203989,0.407274739,0.404133988,0.405449536,0.40230833,0.399025014,0.40247801,0.402404148
42,Algeria,DZ,DZA,"Vulnerability score, Infrastructure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.226271155,0.226866393,0.227293234,0.227720075,0.22848371,0.086480248,0.144645184,0.127641723
43,Algeria,DZ,DZA,"Vulnerability score, Sensitivity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.275428978,0.276353948,0.281191363,0.280652552,0.279782678,0.278599304,0.280646925,0.280434062
44,Algeria,DZ,DZA,"Vulnerability score, Water",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.307979855,0.312460499,0.320191195,0.321365343,0.323195274,0.326079414,0.328955752,0.328869683
45,"Andorra, Principality of",AD,AND,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.588333549,0.598479589,0.608022143,0.608895882,0.625872912,0.618501989,0.619397949,0.615006414
46,"Andorra, Principality of",AD,AND,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.884966604,0.898655067,0.913797805,0.914278914,0.908500693,0.886767019,0.886700708,0.833008036
47,"Andorra, Principality of",AD,AND,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.291700495,0.298304111,0.302246481,0.303512849,0.34324513,0.350236958,0.35209519,0.397004792
48,"Andorra, Principality of",AD,AND,"Vulnerability score, Exposure",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.24701918,0.24701918,0.24701918,0.24701918,0.24701918,0.24701918,0.24701918,0.24701918
49,"Andorra, Principality of",AD,AND,"Vulnerability score, Food",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.245687345,0.245786714,0.243483023,0.240882876,0.243178465,0.232917532,0.237787987,0.235796548
50,"Andorra, Principality of",AD,AND,"Vulnerability score, Habitat",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.465112921,0.46493121,0.463253366,0.461289496,0.460505779,0.460416817,0.460768656,0.461603747
51,"Andorra, Principality of",AD,AND,"Vulnerability score, Heath",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.357169418,0.3526586,0.35265859,0.352658602,0.352658598,0.352658594,0.35265859,0.35265859
52,Angola,AO,AGO,IMF-Adapted ND-GAIN Index,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.378476345,0.377308964,0.376228286,0.379206705,0.37882475,0.37529102,0.382720977,0.386579896
53,Angola,AO,AGO,IMF-Adapted Readiness score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.262919341,0.261943834,0.261060934,0.269458217,0.268397084,0.263561472,0.274744226,0.282028688
54,Angola,AO,AGO,"Readiness score, Governance",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.304987921,0.305768691,0.299587872,0.329467455,0.333769036,0.333237889,0.352677516,0.359545927
55,Angola,AO,AGO,"Readiness score, IMF-Adapted Economic",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.293270487,0.288782518,0.29084674,0.285209802,0.272167153,0.258515277,0.272392568,0.283010322
56,Angola,AO,AGO,"Readiness score, Social",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.190499614,0.191280293,0.192748191,0.193697393,0.199255063,0.198931251,0.199162593,0.203529816
57,Angola,AO,AGO,Vulnerability score,,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.505966652,0.507325906,0.508604362,0.511044806,0.510747584,0.512979432,0.509302271,0.508868896
58,Angola,AO,AGO,"Vulnerability score, Capacity",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.750907221,0.747584535,0.744699136,0.743993502,0.742151925,0.739198924,0.736448001,0.734606423
59,Angola,AO,AGO,"Vulnerability score, Ecosystems",,"ND-GAIN (https://gain.nd.edu/our-work/country-index/download-data/); Findex -The Global Findex Database 2021 (https://www.worldbank.org/en/publication/globalfindex); Worldwide Governance Indicators (https://info.worldbank.org/governance/wgi/); IMF staff calculations.",ECCG,,"Environment, Climate Change, Adaptation, IMF-Adapted ND-GAIN Index",0.546139612,0.544571984,0.544102765,0.543633546,0.543421992,0.543210438,0.542930452,0.545213973
